"long","lat","year"
130.877873,-12.381177,"2021.12054794521"
148.631678,-21.139346,"2021.06849315068"
145.737416,-17.022213,"2021.12054794521"
145.533223,-17.300472,"2017.29589041096"
153.086345,-27.510987,"2017.67945205479"
152.989747,-26.407447,"2021.12328767123"
143.411,-12.597,"2014.8301369863"
153.025025,-27.537297,"2021.12602739726"
152.96183,-27.492153,"2021.10684931507"
153.094243,-27.60554,"2021.10136986301"
143.293665,-12.710747,"2021.08493150685"
153.094243,-27.60554,"2021.1095890411"
153.094243,-27.60554,"2021.10136986301"
145.635884,-17.285881,"2021.06849315068"
153.311869,-27.632003,"2020.90710382514"
153.436792,-28.130729,"2021.08767123288"
145.796094,-17.407869,"2013.27945205479"
153.203138,-25.33803,"2020.03551912568"
146.814656,-19.417746,"2013.2602739726"
153.020689,-27.445127,"2021.09589041096"
152.779492,-27.380931,"2021.08493150685"
151.854888,-25.318156,"2013.23561643836"
152.83695,-26.99995,"2021.09863013699"
153.418849,-27.821787,"2008.01092896175"
152.7706,-26.947795,"2021.08493150685"
152.774061,-26.410302,"2021.07945205479"
153.418849,-27.821787,"2007.95068493151"
152.5591,-25.318,"1977"
128.742996,-15.783403,"2020.56830601093"
152.944108,-26.924733,"2021.06301369863"
152.92678,-27.524956,"2021.0602739726"
153.228925,-29.314372,"2021.07397260274"
152.348865,-24.866081,"2021.01095890411"
152.865257,-27.4457,"2021.0602739726"
153.123223,-28.592305,"2021.05205479452"
153.063484,-27.316193,"2021.00273972603"
153.095616,-26.483998,"2021.03287671233"
152.596248,-25.346258,"2021.02739726027"
131.594914,-12.860583,"2012.44808743169"
145.611953,-16.847569,"2021.03561643836"
146.3,-19.9,"2020.98633879781"
146,-17.6,"2020.9781420765"
153.088101,-27.3198,"2021.03835616438"
148.949042,-20.351993,"2021.03561643836"
153.29277,-28.124974,"2021.02465753425"
153.08826,-27.319781,"2020.97540983607"
146.751475,-19.332532,"2018.29315068493"
153.429576,-28.176384,"2020.88797814208"
153.562333,-28.367667,"2020.89617486339"
144.513378,-17.171038,"2018.24383561644"
144.529546,-17.146786,"2018.24657534247"
144.529427,-17.146884,"2018.24383561644"
153.032233,-27.47485,"2020.91256830601"
153.028442,-27.47442,"2020.74590163934"
153.004317,-27.357301,"2021.01643835616"
152.985345,-27.517745,"2020.13114754098"
146.952185,-19.440398,"2018.30136986301"
145.634543,-16.880196,"2018.24931506849"
153.002097,-27.438996,"2021.00547945205"
148.196377,-25.045962,"2020.09289617486"
152.586399,-26.503072,"2020.99726775956"
153.06848,-27.211439,"2020.98633879781"
148.711694,-20.407897,"2020.98633879781"
152.779159,-27.323085,"2020.98633879781"
153.09383,-26.584952,"2020.98087431694"
153.029475,-27.385934,"2020.99726775956"
152.450833,-27.431667,"2020.99180327869"
143.882508,-18.056118,"2015.05753424658"
153.06848,-27.211439,"2020.98633879781"
148.714971,-20.273731,"2020.98907103825"
153.110675,-27.62461,"2020.98907103825"
153,-27.5,"2020.93989071038"
152.8,-26.7,"2020.95355191257"
128.7,-15.8,"2020.96174863388"
145.6,-16.8,"2020.93715846995"
153.430695,-27.48988,"2020.95901639344"
153.470066,-28.64409,"2020.96448087432"
149.07036,-23.794999,"2020.81147540984"
152.903403,-25.295769,"2016.09016393443"
152.91754,-27.086945,"2020.97540983607"
143.28759,-12.71281,"2020.78415300546"
153.269775,-28.228908,"2020.92349726776"
145.691017,-16.786575,"2019.90136986301"
132.521478,-12.905931,"2009.87397260274"
153.08808,-25.983818,"2009.64931506849"
152.884444,-27.654285,"2020.94808743169"
145.319839,-16.250264,"2003.11780821918"
153.028153,-27.474967,"2020.92896174863"
152.954449,-26.776408,"2010.86849315069"
150.186045,-26.661694,"2020.93715846995"
145.462858,-16.0873,"2003.11780821918"
153.353378,-29.44555,"2020.92349726776"
152.694684,-25.788564,"2020.91803278689"
153.122714,-28.594786,"2020.90983606557"
153.502,-28.171,"2019.2301369863"
153.5081,-28.1731,"2019.2301369863"
153.519,-28.174,"2019.2301369863"
153.5042,-28.1657,"2019.2301369863"
153.5031,-28.1719,"2019.23287671233"
153,-27.5,"2020.84699453552"
153.008916,-26.764984,"2020.88524590164"
146.437001,-19.393966,"2020.83333333333"
152.917534,-27.086436,"2020.89617486339"
153.007626,-27.362333,"2018.49863013699"
153.562417,-28.36765,"2020.89617486339"
143.287827,-12.711267,"2020.78415300546"
145.192537,-15.402411,"2020.59016393443"
153.088693,-26.773532,"2020.86338797814"
146.437001,-19.393966,"2020.83333333333"
153.065138,-27.494056,"2020.79234972678"
153.351629,-28.656266,"2020.8606557377"
152.696148,-25.539629,"2020.82513661202"
152.697645,-25.713104,"2020.84972677596"
152.955776,-27.508353,"2020.83879781421"
152.949189,-27.522525,"2020.82786885246"
146.376463,-19.089971,"2020.83879781421"
153.2,-27.6,"2020.65027322404"
152.7,-25.3,"2020.7349726776"
152.9,-27.6,"2019.98630136986"
145.8,-16.9,"2020.71857923497"
153,-27.5,"2019.98356164384"
145.6,-16.8,"2020.71038251366"
153.3,-27.9,"2020.66120218579"
150.96029,-33.82846,"2019.21643835616"
151.2316,-33.86622,"2020.03551912568"
150.96029,-33.82846,"2019.21643835616"
151.2316,-33.86622,"2020.03551912568"
152.631257,-26.562777,"2020.81967213115"
146.570056,-19.426933,"2016.2349726776"
136.70432,-12.225196,"2019.06301369863"
145.398,-17.0079,"2019.07123287671"
134.373207,-13.649746,"2019.04383561644"
145.22,-15.6242,"2018.05205479452"
145.451,-17.0044,"2019.11506849315"
136.704957,-12.224967,"2019.09589041096"
136.704793,-12.225187,"2018.29315068493"
130.96676,-12.79135,"2019.26849315068"
145.678422,-16.870161,"2018.93698630137"
153.192,-28.168,"2018.8904109589"
130.944301,-12.407048,"2018.20821917808"
136.70471,-12.225039,"2018.12054794521"
132.210397,-14.496185,"2018.10684931507"
145.373,-16.4602,"2018.06849315068"
145.180477,-15.281284,"2019.30136986301"
152.961728,-26.477506,"2019.72054794521"
153.405506,-28.272625,"2019.67397260274"
130.966706,-12.791219,"2019.06301369863"
153.112495,-28.054368,"2019.05753424658"
153.11245,-28.05427,"2018.98082191781"
145.672281,-16.80103,"2018.94246575342"
153.370891,-28.794236,"2018.87945205479"
153.425,-28.3995,"2018.11232876712"
136.772656,-12.169596,"2018.04657534247"
145.672309,-16.801016,"2018.9397260274"
153.112421,-28.054377,"2019.79726027397"
130.966628,-12.791373,"2019.09863013699"
146.814697,-19.423299,"2019.08493150685"
135.017854,-12.966232,"2019.04109589041"
146.537751,-19.163684,"2018.14246575342"
151.216,-23.9659,"2018.15342465753"
130.969872,-12.572075,"2019.15068493151"
146.814681,-19.423177,"2019.09589041096"
144.632934,-18.169281,"2019.08219178082"
136.70467,-12.225157,"2019.06301369863"
136.704918,-12.225278,"2019.00547945205"
153.069259,-27.056954,"2018.14794520548"
151.887,-26.3168,"2017.91232876712"
153.537142,-28.331134,"2019.20547945205"
136.704783,-12.225097,"2019.08767123288"
145.329,-16.6351,"2019.07671232877"
145.678937,-16.870223,"2018.9397260274"
146.540352,-19.167072,"2018.15068493151"
136.709721,-12.192241,"2018.22465753425"
153.219266,-28.637658,"2018.14520547945"
131.469,-13.5777,"2018.01643835616"
143.195,-24.3019,"2019.83835616438"
131.053,-12.5901,"2018.92876712329"
131.053,-12.59,"2018.9095890411"
152.823,-27.5362,"2018.14794520548"
131.053,-12.5898,"2018.1698630137"
152.665,-25.4583,"2018.14794520548"
151.936,-26.6922,"2018.0301369863"
152.750386,-26.063834,"2019.79452054795"
146.631153,-19.316602,"2018.09589041096"
136.704754,-12.225207,"2019.09589041096"
130.966448,-12.791479,"2019.26849315068"
131.053,-12.5901,"2018.79452054795"
152.581,-25.5459,"2017.93424657534"
153.405564,-28.272611,"2019.74794520548"
152.823,-27.5362,"2019.20547945205"
153.389559,-28.065741,"2019.16438356164"
146.814289,-19.423452,"2019.05479452055"
145.678847,-16.870298,"2018.9397260274"
153.013,-26.4335,"2018.0904109589"
145.687,-16.8981,"2018.01095890411"
131.116134,-13.223314,"2018.02191780822"
142.390251,-10.891663,"2019.00821917808"
152.656492,-26.214983,"2019.65753424658"
131.091234,-12.583489,"2018.04931506849"
130.966898,-12.791176,"2019"
152.712429,-26.99037,"2019.20273972603"
150.845539,-27.334176,"2018.95616438356"
131.053,-12.5896,"2018.92602739726"
145.386,-17.0128,"2019.02465753425"
131.115247,-13.22398,"2018.89589041096"
131.053,-12.5901,"2018.9095890411"
148.381848,-23.587531,"2018.8"
153.112624,-28.054255,"2019.78356164384"
130.966843,-12.791434,"2019.22465753425"
146.8154,-19.424231,"2019.10410958904"
131.092,-12.6643,"2018.9095890411"
131.053,-12.5899,"2018.86849315069"
146.777125,-19.227995,"2018.01095890411"
145.57,-16.8806,"2018.18082191781"
136.704918,-12.224956,"2019.32328767123"
145.634729,-16.806537,"2019.24109589041"
146.815703,-19.424092,"2019.15890410959"
144.672,-18.2266,"2019.12054794521"
145.758,-16.8988,"2019.06301369863"
131.054,-12.5899,"2018.17260273973"
136.772787,-12.169323,"2018.04657534247"
144.631655,-18.152425,"2019.08219178082"
145.22,-15.6243,"2018.05205479452"
152.771753,-26.24953,"2019.12602739726"
145.418,-16.9849,"2018.9397260274"
145.398,-17.0079,"2018.92876712329"
130.966737,-12.791181,"2018.86575342466"
131.088931,-12.57784,"2018.11780821918"
150.418265,-27.219086,"2019.24109589041"
146.814331,-19.423472,"2019.1698630137"
130.966939,-12.790989,"2019.00547945205"
153.537325,-28.330921,"2018.8602739726"
153.400009,-28.666611,"2018.68493150685"
136.704709,-12.225135,"2018.29315068493"
131.555134,-13.631239,"2018.08219178082"
145.180434,-15.281222,"2019.30136986301"
145.358,-16.7942,"2019"
152.999,-26.4562,"2018.91506849315"
146.796256,-19.284708,"2018.14794520548"
146.67323,-19.252135,"2018.15068493151"
145.398,-17.0079,"2018.23287671233"
150.463,-23.4589,"2017.92602739726"
145.415,-16.8814,"2019"
145.180337,-15.432036,"2019.15342465753"
144.853,-18.0866,"2019.11232876712"
152.811,-26.715,"2019.01369863014"
131.053,-12.5901,"2018.9095890411"
130.966837,-12.791296,"2019.26575342466"
152.651144,-25.934457,"2017.94246575342"
145.678788,-16.870115,"2018.9397260274"
153.192,-28.168,"2018.8904109589"
131.053,-12.5899,"2018.86849315069"
153.237907,-27.943476,"2018.76164383562"
136.704807,-12.225171,"2018.12054794521"
131.091646,-12.582574,"2018.04383561644"
152.98975,-26.40741,"2019.79178082192"
136.703725,-12.226618,"2019.26301369863"
144.645086,-18.141534,"2019.08219178082"
146.81425,-19.423556,"2019.06301369863"
152.901,-25.2945,"2018.94246575342"
148.425728,-24.392499,"2018.8301369863"
145.687,-16.8981,"2018.01095890411"
145.404,-17.0094,"2018.97808219178"
152.463767,-27.505166,"2018.95890410959"
152.581,-25.5459,"2018.14246575342"
131.091881,-12.582555,"2018.04931506849"
146.466947,-19.088614,"2019.11232876712"
145.411,-16.879,"2019.07671232877"
130.966763,-12.791174,"2018.87671232877"
136.772862,-12.169428,"2018.04657534247"
143.185359,-24.105757,"2018.88767123288"
153.238053,-27.943426,"2019.74794520548"
144.667388,-18.222497,"2019.09589041096"
143.185351,-24.105754,"2018.88767123288"
131.143,-12.5256,"2018.17808219178"
149.74,-26.7923,"2017.89863013699"
152.934,-26.5645,"2019.74246575342"
145.399,-17.0073,"2019.10684931507"
153.293552,-27.990505,"2018.95890410959"
145.327,-16.6359,"2018.90410958904"
132.815,-12.6922,"2018.79178082192"
151.626383,-25.620775,"2018.00273972603"
131.054,-12.5899,"2018.17260273973"
131.048778,-12.56954,"2018.08767123288"
131.088861,-12.562765,"2018.05205479452"
151.936,-26.692,"2018.01369863014"
135.017719,-12.96613,"2019.04383561644"
141.883,-12.6211,"2018.99452054795"
150.845833,-27.334115,"2018.95616438356"
131.053,-12.5896,"2018.92602739726"
148.966019,-21.21044,"2019.18356164384"
144.853,-18.0869,"2019.11232876712"
131.11484,-13.223203,"2018.89589041096"
130.966718,-12.791297,"2018.87671232877"
136.704176,-12.225015,"2018.12054794521"
130.966774,-12.791241,"2019.82739726027"
136.709618,-12.192238,"2019.26575342466"
146.813855,-19.423718,"2019.24931506849"
146.814457,-19.423624,"2019.23835616438"
146.814638,-19.421932,"2019.09589041096"
135.017363,-12.966823,"2019.04383561644"
136.704867,-12.225198,"2018.12054794521"
145.301,-16.6892,"2018.12602739726"
145.179832,-15.432083,"2019.15342465753"
146.813912,-19.423666,"2019.15890410959"
145.369,-16.3885,"2019.14794520548"
144.853,-18.0869,"2019.11232876712"
153.253066,-28.634781,"2018.98082191781"
145.471,-16.5339,"2018.94246575342"
152.579,-25.6729,"2018.88767123288"
152.617,-26.1245,"2018.84657534247"
148.426315,-24.392932,"2018.8301369863"
145.229,-15.5073,"2018.05205479452"
142.390308,-10.891652,"2019.00821917808"
145.421,-16.9253,"2018.98356164384"
131.053,-12.5899,"2018.92602739726"
130.966699,-12.791303,"2019.14520547945"
130.966743,-12.791286,"2019.08493150685"
145.375,-16.8422,"2019.07671232877"
130.966891,-12.791447,"2018.87671232877"
148.383933,-23.58577,"2018.8"
130.96685,-12.791154,"2019.22465753425"
145.180313,-15.432059,"2019.15342465753"
131.124763,-12.532772,"2019.11232876712"
145.339,-16.6004,"2019.10136986301"
144.667464,-18.221935,"2019.09589041096"
147.044,-19.3517,"2019.08219178082"
145.413,-16.9203,"2018.94520547945"
131.073,-12.6007,"2018.9095890411"
126.37864,-15.702249,"2018.15342465753"
132.038421,-14.183631,"2019.13150684931"
136.704739,-12.225021,"2019.32328767123"
146.815519,-19.424308,"2019.15342465753"
152.960227,-26.475087,"2019.09863013699"
146.856,-19.1575,"2019.08219178082"
145.327,-16.636,"2018.90410958904"
152.785326,-25.365751,"2018.86301369863"
131.053,-12.59,"2018.17260273973"
153.565,-28.3407,"2018.14794520548"
141.883,-12.6213,"2018.99452054795"
144.568048,-18.21214,"2019.08767123288"
144.632013,-18.152643,"2019.08219178082"
152.823,-27.5362,"2019.20547945205"
136.704354,-12.225159,"2019.09589041096"
146.81539,-19.424235,"2019.08219178082"
135.017684,-12.96622,"2019.04383561644"
131.053,-12.59,"2018.98356164384"
145.552,-16.9193,"2018.18082191781"
131.091494,-12.582974,"2018.04931506849"
152.818382,-26.737107,"2019.20547945205"
147.044,-19.3516,"2019.09863013699"
145.398,-17.0082,"2019.06575342466"
131.114978,-13.223469,"2018.89589041096"
131.053,-12.5902,"2018.08493150685"
143.195,-24.3018,"2019.83835616438"
152.772145,-26.248821,"2019.12602739726"
131.34,-13.6015,"2019.07945205479"
130.902,-12.402,"2019.07123287671"
130.966768,-12.791268,"2019.06301369863"
145.366,-16.8065,"2019"
146.701191,-19.282662,"2018.1397260274"
145.41,-16.9198,"2018.92876712329"
131.009,-12.7163,"2018.88219178082"
152.947,-26.4718,"2018.8602739726"
145.415,-17.0093,"2018.18356164384"
131.053,-12.5897,"2018.1698630137"
151.936,-26.6922,"2018.0301369863"
